https://www.jamieoliver.com/recipes/vegetable-recipes/asparagus-stir-fry/,Asparagus stir-fry,"['350 g firm tofu', '2 teaspoons groundnut oil', '2 tablespoons sesame seeds', '½ tablespoon cornflour', '2 tablespoons soy sauce', '1 tablespoon white wine vinegar', '1 clove of garlic', '1 fresh red chilli , plus extra to serve', '5 cm piece of ginger', '320 g asparagus', '150 g beansprouts', '200 g rice noodles , to serve (optional)']"
https://www.jamieoliver.com/recipes/fish-recipes/sweet-potato-fishcakes/,Sweet potato fishcakes,"['500 g potatoes', '500 g sweet potatoes', '2 red peppers', 'extra virgin olive oil', '2 teaspoons chipotle Tabasco sauce', '500 g white fish fillets from sustainable sources , skin off, pin-boned', 'olive oil', '1 cucumber', '1 iceburg lettuce', '1 heaped teaspoon English mustard', '4 heaped tablespoons natural yoghurt', '1 tablespoon white wine vinegar', '40 g feta cheese', '½ a bunch of fresh mint , (15g)', '1 lemon']"
https://www.jamieoliver.com/recipes/chicken-recipes/spring-chicken-stew/,Spring chicken stew,"['olive oil', '2 rashers of higher-welfare smoked streaky bacon', '2 sprigs of fresh rosemary', '2 onions', '2 carrots', '400 g new potatoes', '100 g pearl barley', '1 heaped tablespoon plain wholemeal flour', '500 ml organic chicken stock', '500 ml semi-skimmed milk', '2 courgettes', '1 bunch of asparagus , (350g)', '200 g green beans', '4 x 120 g free-range skinless chicken breasts', '1 tablespoon mint sauce']"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-goujons/,Chicken goujons,"['6 wholemeal pittas', '4 x 120 g free-range skinless chicken breasts', '1 bunch of fresh basil , (30g)', '1 large free-range egg', '2 cloves of garlic', '20 g Parmesan cheese', '1 lemon', '4 heaped tablespoons Greek yoghurt', '1 ripe avocado', 'chipotle Tabasco sauce', 'extra virgin olive oil', '2 little gem lettuces', '320 g ripe cherry tomatoes']"
https://www.jamieoliver.com/recipes/vegetable-recipes/sweet-and-sour-stir-fry/,Sweet & sour stir-fry,"['100 g fine rice noodles', '1 x 227 g tin of pineapple chunks in juice', '2 heaped teaspoons cornflour', '1 tablespoon cider vinegar', '2 teaspoons low-salt soy sauce', '2 teaspoons sesame seeds', '30 g cashew nuts', '4 spring onions', '2 cloves of garlic', '2 cm piece of ginger', '1 fresh red chilli', '200 g sugarsnap peas', 'groundnut oil', '200 g sprouts , such as alfalfa sprouts, chickpea sprouts, beansprouts', '1 lime']"
https://www.jamieoliver.com/recipes/pasta-recipes/sardine-spaghetti/,Sardine spaghetti,"['2 large ripe tomatoes , (200g)', '1 x 120 g tin of sardine fillets in olive oil', '200 g baby spinach', '300 g dried wholewheat spaghetti', '1 bulb of fennel', '2 lemons', '20 g ricotta salata', '1 pinch of dried chilli flakes']"
https://www.jamieoliver.com/recipes/vegetable-recipes/mexican-style-roasted-veg-ragu/,Mexican-style roasted veg ragù,"['2 sweet potatoes', '300 g butternut squash or pumpkin', '2 carrots', '150 g frozen sweetcorn', '1 tablespoon coriander seeds', '½ tablespoon dried oregano', 'olive oil', '2 onions', '2 cloves of garlic', '1 fresh red chilli', '1 green pepper', '2 sticks of celery', '2 x 400 g tins of black beans', '1 x 400 g tin of quality plum tomatoes', '1 bunch of fresh mint , (30g)', '8 spring onions', '4 limes', '1-2 teaspoons chipotle Tabasco sauce', '300 g brown rice']"
https://www.jamieoliver.com/recipes/avocado-recipes/avocado-and-broccoli-tacos/,Griddled avocado & broccoli tacos,"['50 g pumpkin seeds', '1 head of broccoli', 'olive oil', '3 ripe avocados', 'ground cayenne pepper', '16 tacos', 'DRESSING', '1 large bunch of fresh coriander , (60g)', '250 g ricotta cheese', '1 splash of milk', '1 clove of garlic']"
https://www.jamieoliver.com/recipes/lamb-recipes/lovely-lamb-balti/,Lovely lamb balti,"['1 medium butternut squash', '½ a jar of balti curry paste', '500 g lamb neck fillet', '1 lime', '1 x 500 g tub of Greek yoghurt', 'groundnut oil', '2 cloves of garlic', '4cm piece of ginger', '1 fresh red chilli', '1 onion', '2 x 400 g tins of quality plum tomatoes', 'a few sprigs of fresh coriander']"
https://www.jamieoliver.com/recipes/beef-recipes/harissa-meatball-wraps/,Harissa meatball wraps,"['500 g minced beef', '1 x 250 g sachet of cooked grains or lentils', '1 lemon', '1 bunch of fresh flat-leaf parsley , (30g)', '3 teaspoons harissa', '350 g red cabbage', '1 small red onion', '1 red apple', '4 tablespoons natural yoghurt', 'olive oil', '4 wholemeal tortilla', 'pickled chillies , optional']"
https://www.jamieoliver.com/recipes/vegetable-recipes/jacket-spuds-and-homemade-beans/,Jacket spuds & homemade beans,"['4 large Maris Piper potatoes', 'olive oil', '1 red pepper', '1 bunch of spring onions', '1 head of broccoli , (375g)', '1 heaped teaspoon smoked paprika', '2 x 400 g tins of cannellini beans', '1 x 400 g tin of plum tomatoes', '80 g Cheddar cheese', '1 x 80 g bag of watercress, spinach & rocket', 'extra virgin olive oil , optional']"
https://www.jamieoliver.com/recipes/pasta-recipes/rocket-and-pistachio-pesto-pasta/,Rocket & pistachio pesto pasta,"['80 g wild rocket', '½ a clove of garlic', '50 g shelled unsalted pistachios', 'olive oil', '25 g Parmesan cheese , plus extra to serve', '1 lemon', '320 g asparagus', '300 g dried linguine']"
https://www.jamieoliver.com/recipes/vegetable-recipes/potato-pepper-and-broccoli-frittata/,"Potato, pepper & broccoli frittata","['600 g Maris Piper potatoes', '1 bunch of spring onions', '1 head of broccoli , (375g)', '1 red pepper', '1 teaspoon smoked paprika', '8 large eggs', '40 g Cheddar cheese', '1 x 80 g bag of watercress, spinach & rocket', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/fish-recipes/fantastic-fish-skewers/,Fantastic fish skewers,"['olive oil', '1 clove of garlic', '2 lemons', '2 sprigs of fresh rosemary', '1 red pepper', '4 x 130 g white fish fillets , skin off, pin-boned, from sustainable sources', '2 thick slices of wholemeal bread , (200g)', '8 rashers of higher-welfare smoked pancetta or smoked streaky bacon', '2 x 250 g sachets of cooked puy lentils', '2 x 80 g bags of watercress, spinach & rocket', '4 tablespoons natural yoghurt']"
https://www.jamieoliver.com/recipes/vegetable-recipes/smoky-veg-patties/,Smoky veg patties,"['1 head of broccoli', '1 bunch of spring onions', '600 g Maris Piper potatoes', 'olive oil', '1 red pepper', 'red wine vinegar', '1 x 400 g tin of cannellini beans', '60 g Cheddar cheese', '½ teaspoon smoked paprika', '4 large eggs', '1 x 80 g bag of watercress, spinach & rocket', 'extra virgin olive oil']"
https://www.jamieoliver.com/recipes/lamb-recipes/lamb-and-chunky-veg-steamed-pudding/,Lamb & chunky veg steamed pudding,"['400 g lamb neck fillet , cut into 5cm dice', 'olive oil', '2 leeks', '2 carrots', '200 g swede', '1 teaspoon English mustard', '1 teaspoon mint sauce', '1 heaped tablespoon plain flour', '250 ml red wine', '1 litre organic beef stock', '350 g self-raising flour', '175 g unsalted butter (cold) , plus extra for greasing']"
